ACCOUNT_NO,NAME,AGE,COUNTRY,GENDER,ACCOUNT_STATUS,LAST_UPDATED_DATE,CREATED_DATE
FQYN52105679609492,Edwin Anderson,,San Marino,F,Hold,2007-07-09 04:48:29,2003-05-02 07:10:17
OSCB36804991118244,David Carey,,United States of America,M,Open,2013-02-17 06:28:10,1991-01-05 09:00:16
EUHD07201942104917,Dawn Mueller,,Sweden,M,Hold,2007-09-11 09:20:47,2018-04-27 14:08:26
QYNR47368382080049,Patrick Silva,,Seychelles,F,Closed,2011-08-07 00:10:45,1999-07-26 22:26:04
CYCH19552239529580,Katherine Trevino,,Anguilla,M,Hold,1985-10-15 08:45:04,1980-08-05 16:20:52
SENK09848497873311,Elizabeth Rodriguez,,Indonesia,F,Hold,1992-04-22 03:00:30,1990-12-03 07:44:28
DYZL16150874414779,Laura Schneider,,Libyan Arab Jamahiriya,M,Hold,2014-08-14 23:38:02,1989-04-25 10:56:20
MWBR57669950872954,Terry Williams,,Turks and Caicos Islands,M,Open,2019-09-01 04:30:22,2018-11-12 06:26:40
DHXR42962713680936,Jason Alexander,,Algeria,M,Hold,1979-08-16 20:25:14,2005-06-19 19:34:08
DWZL62741344916553,Jonathan Wolf,,Czech Republic,M,Closed,1997-04-20 19:51:18,1976-04-14 12:14:53
ZFPN45300831099235,Angela Garcia,,Moldova,M,Hold,1975-06-25 15:11:46,2013-04-26 23:20:28
SIZQ79854219103536,Nina Santos,,Niger,F,Open,1972-11-06 08:05:59,1971-04-01 14:24:29
NMCF85675591202716,Patricia Hall,,Argentina,M,Hold,1988-07-29 01:09:53,2001-04-20 09:23:16
KRYS73527213646437,April Hancock,,Montenegro,F,Open,2019-10-17 16:40:59,1971-08-24 13:21:55
OXQC15901951433592,Justin Keith,,Honduras,F,Hold,2001-05-22 08:27:44,2006-05-10 17:23:10
SLPR13701535277150,Matthew Anderson,,Brunei Darussalam,F,Hold,1982-10-06 18:30:47,1988-08-19 10:44:48
OLWL22068100065600,Traci Johnson,,Denmark,M,Closed,1980-03-07 23:08:57,1999-11-23 08:30:57
IUZU95253947445755,Cynthia Walker,,Pitcairn Islands,F,Closed,1987-11-08 16:18:49,2009-05-02 14:01:30
EINN81455301198346,Daniel Berry,,Serbia,M,Closed,1984-03-20 01:37:56,1983-09-03 05:07:59
GOFS43366215966746,Matthew Faulkner,,Congo,M,Closed,1980-01-21 16:32:46,2014-03-06 03:11:55
WCBK86909783739332,Elizabeth Morris,,Grenada,M,Open,1991-07-16 11:04:14,1998-09-08 11:58:22
OQKO90064832352898,Steven Brown,,Benin,F,Closed,1971-05-01 08:27:17,2011-05-16 21:46:12
SAXM20245305555140,Rebecca Ford,,Australia,F,Hold,2018-08-29 22:03:13,2006-11-07 04:03:09
WPWE06076705100108,John Thompson,,Senegal,M,Open,1990-03-25 12:33:34,2015-07-28 09:29:37
ZKQU81027747849111,Randy Joseph,,Senegal,M,Hold,2016-08-10 05:27:37,1992-09-04 00:24:53
YDFD49670426218761,Marisa Dunn,,Myanmar,M,Hold,2007-06-23 04:58:23,1973-09-18 19:00:29
PTBN64795525519142,Jill Conway,,Heard Island and McDonald Islands,F,Hold,2000-01-23 19:26:28,1976-06-14 22:34:34
LWCY89781178961229,Matthew Olsen,,Taiwan,M,Open,1979-07-15 16:06:55,2009-02-02 06:42:10
SWBK74297873307420,Christine Perez,,Cape Verde,M,Closed,2000-10-28 04:04:02,2021-04-07 00:33:07
SILC77527734108881,Kathryn Torres,,Ireland,F,Closed,2007-05-22 02:23:16,2019-06-17 09:51:01
LRPO37410583650241,Nicole Williams,,Swaziland,F,Hold,1984-07-23 22:18:39,1992-08-21 18:22:03
GJBX29954899583354,Patrick Garcia,,Saint Martin,M,Closed,1973-10-08 07:22:30,1980-08-20 12:07:03
OPJK44555266431850,Ryan Tyler,,Christmas Island,M,Open,2001-04-30 11:16:14,2002-08-04 13:03:35
BPOG59697186289641,Brandi Camacho DDS,,Tanzania,F,Hold,1993-08-21 18:13:01,1980-02-23 05:00:11
AOOV93909407450269,Evan Stanton,,Hong Kong,F,Hold,1976-10-16 20:03:42,1984-03-27 22:54:46
IGWX40934853634638,Andrew Hicks,,Christmas Island,F,Open,1975-10-18 03:54:06,1992-10-26 06:46:24
DNRK36195151955311,Manuel Gordon DVM,,Thailand,M,Closed,2011-03-29 11:43:25,1974-06-15 06:24:17
ANKH64155837369216,Brett Williams,,Korea,F,Closed,1974-03-13 13:15:39,1988-12-05 03:44:38
VZJP50417042650381,Rebecca Stevenson,,Mauritania,F,Open,1983-05-09 01:01:13,2007-12-26 18:22:00
ZKZU52332908832817,John Nelson,,South Africa,F,Open,1993-04-30 20:11:31,1986-12-29 10:01:50
KGEY30965320527228,Stacey Walton,,Myanmar,F,Hold,1975-10-15 12:08:30,1998-12-17 09:28:04
XXNT65281148025263,James Greene,,Burundi,M,Hold,2001-07-15 20:26:21,1979-03-21 15:45:57
HDRJ72841473169145,Jodi Williams,,Finland,F,Closed,1971-12-03 02:18:19,1984-06-12 10:05:35
HDVB08852337649361,Brian Vasquez,,Namibia,M,Closed,2008-08-26 20:42:11,2003-05-23 10:52:03
OEPY13657270117560,Krista Clark,,Aruba,F,Closed,1992-08-09 08:08:00,1984-02-27 11:31:20
EJWI19911342173938,Cynthia Warren,,Korea,F,Hold,2000-04-22 08:20:34,2011-01-29 13:36:53
BSLP59256700042488,Jessica Ramirez,,Lao People's Democratic Republic,M,Open,2017-01-30 14:32:23,2005-01-21 13:56:50
FEXV62005127574507,Christopher Harrison,,Madagascar,F,Closed,2012-02-14 17:49:19,2011-10-18 01:56:46
JZYU44534241493200,Mathew Lane,,Mayotte,F,Hold,1990-02-02 19:53:05,2021-12-20 16:45:39
WSKM62361497926293,Christine Benitez,,Guam,F,Hold,2005-07-26 05:12:13,2003-09-17 03:45:33
BRTI03566554853624,Bonnie Powell,,French Polynesia,F,Closed,1990-04-10 12:58:32,1972-02-03 08:03:00
FEJY74821177409540,Jeremy Jones,,Cape Verde,M,Hold,2004-05-29 21:15:43,2019-05-29 16:36:39
PEDD50826790041120,Michael Moore,,Dominican Republic,F,Open,1991-05-18 06:47:32,1994-05-02 05:20:15
YJWZ21785087230291,Terry Castillo,,American Samoa,F,Closed,1970-01-13 20:24:54,2005-07-04 10:35:56
TJXP03802909329803,Lisa Ray,,Falkland Islands (Malvinas),F,Open,1983-12-01 23:28:45,1984-02-09 21:41:20
FEJX68639934022659,Devon Wright,,Netherlands Antilles,F,Open,2015-07-12 20:38:28,2008-07-03 07:06:57
DWDH45781004083917,Brandi Eaton,,Chile,F,Closed,2001-11-21 22:21:42,2008-01-03 09:23:08
OJHT91074051167610,Dawn Long,,Switzerland,M,Hold,1993-08-22 21:25:06,1980-02-17 13:58:59
NSIA09101273636439,Gregory Carson,,El Salvador,F,Open,2016-05-03 18:11:04,1971-11-01 18:25:10
XTJI07345889203897,Christopher Marshall,,Aruba,M,Closed,2005-09-13 00:47:42,1992-01-19 06:04:34
MLDR46326331334072,Crystal Snyder,,Namibia,F,Open,1982-06-20 10:18:28,2014-11-10 19:54:31
TRUK94837379778341,Rebecca Valenzuela,,Peru,F,Hold,1989-07-06 06:52:44,1989-03-25 23:29:46
RVEI02670587537947,Juan English,,Slovenia,M,Closed,1974-04-18 07:23:01,1979-08-19 10:42:51
PWNO53267209705411,Timothy Stewart,,Cuba,F,Open,2020-05-20 21:15:49,2014-07-09 17:40:21
GWZU34387381018117,Dean Becker,,Mongolia,M,Open,2004-03-28 13:39:17,2006-07-07 06:34:43
FKBD31493245507166,Courtney Phillips,,Lebanon,M,Closed,2000-01-26 04:43:49,1996-05-26 23:09:30
IYOG09066146995901,Angela Olson,,Heard Island and McDonald Islands,F,Closed,1996-04-19 08:36:43,1976-02-07 14:14:08
LSMW76859145937408,Ian Jones,,Eritrea,M,Open,1990-11-29 16:25:06,1989-04-07 03:35:58
JVMO19110008641672,Christopher Thomas,,Bahrain,M,Hold,1973-04-17 13:05:30,1998-08-11 16:24:46
MJJT93249582918929,Charles Rodgers,,Swaziland,F,Closed,2003-10-26 02:26:57,2008-11-20 01:19:12
FPZL19267849757987,Jennifer Wood,,Macedonia,M,Open,2018-05-31 07:59:23,2004-02-16 19:39:10
DMJW31949222863913,Kristin Travis,,South Africa,M,Open,2004-05-31 23:06:18,2011-09-06 08:33:53
KUEY19245601885784,Shirley Rios,,Gabon,F,Hold,2009-12-14 17:54:06,2022-05-13 09:58:53
SDMG47534409452519,Sandra Phillips,,Slovenia,M,Closed,1992-03-07 03:00:20,1987-11-21 15:49:06
XUWB57054865582928,Mary Mosley,,Equatorial Guinea,M,Hold,1996-08-27 06:06:01,2011-02-11 08:52:29
HRAM40150000396206,David Melendez,,Cyprus,M,Hold,2017-11-23 06:19:31,2022-08-09 23:15:21
RQYI21031383747601,Angela Chambers,,American Samoa,F,Hold,2001-04-13 18:36:07,2021-12-12 14:03:27
OVCU14511175984752,David Hayes,,Saint Pierre and Miquelon,F,Closed,1992-12-30 23:18:20,1975-03-27 15:40:40
BMFI66630426879821,Daniel Murillo,,Vanuatu,M,Closed,1999-01-10 00:36:34,1978-06-24 09:01:20
DNPE19716062876920,Wendy Bolton,,Solomon Islands,M,Open,1975-07-19 20:41:16,1984-03-02 20:18:17
AXIJ28561862340266,Eugene Cooke,,Cambodia,M,Hold,2009-04-17 23:59:53,1972-07-19 19:36:40
FFJL52329729114782,Andrew Rogers,,New Zealand,F,Open,1996-09-20 13:59:34,1984-03-22 17:50:02
CWZS80836605549603,Jeffrey Rose,,Germany,M,Open,1990-11-19 15:12:08,2004-04-15 23:28:55
KAZN86884690014985,Arthur Hardin,,Estonia,M,Hold,1997-08-14 04:10:19,1972-05-06 04:00:13
MFZC37512416037980,Michael Gaines,,Rwanda,F,Hold,2005-08-07 12:16:21,2019-09-08 13:00:26
FLOE87977610214823,Natalie Weber,,Denmark,M,Hold,1986-07-05 20:47:31,2019-01-24 07:08:54
WSJO77937429020248,Mark Massey,,Iran,F,Open,2011-03-22 14:12:17,1979-09-10 21:10:17
PRRR52251651669713,Lindsey Beck,,Fiji,M,Closed,1980-07-04 11:44:22,1986-08-28 09:22:08
IJJY52285634297382,Christy Wilson,,Serbia,F,Open,1983-04-06 21:06:08,2018-06-09 04:58:58
ZCGO54365740915648,Johnny Bright,,Burundi,M,Closed,1987-10-01 04:31:17,1985-09-08 20:31:29
RHXP45041157694380,Savannah Howard,,Kenya,M,Open,2009-12-09 03:16:53,1980-11-04 19:16:59
IYWI03116739430062,Samantha Hartman,,Bouvet Island (Bouvetoya),F,Closed,1975-10-30 07:37:35,1998-09-03 03:14:07
KXKY95396183041763,Jennifer West,,Mauritius,F,Closed,2016-03-08 07:46:08,1990-06-16 05:19:40
ICCJ09434543627110,Kelly Duncan,,Korea,F,Open,1990-03-14 03:19:07,2014-02-04 05:32:10
WZRG30008902579601,Peter Berry,,Australia,F,Hold,1990-02-18 22:01:51,2015-03-25 23:28:03
RBHC21424340277268,Joseph Miller,,United States Virgin Islands,F,Open,2006-08-31 23:20:24,2008-10-05 10:18:25
EROB07354468985623,Gerald Gilbert,,Faroe Islands,F,Hold,1996-02-18 00:41:44,2003-09-04 07:51:12
BMDT68246704288064,Theresa Hebert,,Fiji,M,Hold,1997-10-14 13:00:38,1983-12-01 02:26:33
BHKG00779455801543,Wendy Carr,,Dominica,M,Open,1982-08-12 00:45:50,2009-02-07 15:49:07
ZFSH49978702681089,Ryan Harris,,Cuba,F,Closed,1990-05-20 20:55:30,1973-03-25 04:38:13
WZTO37411482894955,William Nichols,,Malaysia,M,Open,2010-07-14 19:44:33,1997-05-15 23:12:50
GIYM72439561508045,Brian Williams,,Bolivia,M,Open,1989-02-27 18:13:37,1978-09-24 10:20:22
DOQL80440601656605,Cynthia Mendoza,,Equatorial Guinea,M,Closed,1993-10-14 08:19:47,2010-07-20 08:10:14
NFZY03029522808500,Christopher Mccullough,,Kyrgyz Republic,F,Hold,1978-06-12 12:04:19,2010-01-29 18:49:31
IIML03296562115062,Anthony Powers,,Bulgaria,M,Open,1985-08-06 22:30:14,1978-07-08 13:59:36
CJAT19296085849336,Kathleen Phillips,,Comoros,F,Hold,1978-03-22 10:39:45,1999-07-31 10:43:40
KZUP87368553882592,Kristina Wilson,,Hungary,F,Open,1984-09-26 09:02:55,2014-03-05 08:25:55
AABS49572118436572,Sandy Edwards,,Northern Mariana Islands,M,Closed,2012-06-07 21:32:32,1983-12-31 20:20:38
FRYM63941828624242,Ruben Smith,,Mayotte,M,Closed,1996-12-09 23:57:47,2003-02-04 07:25:04
QAQF54126900441347,Alexis Aguilar,,Guam,F,Hold,2005-02-06 17:37:13,1986-02-24 12:24:19
BRDQ14040174178877,Kelly Davis,,Northern Mariana Islands,M,Closed,1987-02-25 20:41:30,1977-10-28 18:41:42
LJOD60738102279965,Angela Hensley,,Serbia,M,Hold,1982-05-05 15:20:43,1981-06-20 11:24:50
TFUD91155418509898,Meagan Dixon,,Barbados,M,Closed,2003-04-16 18:51:43,1971-12-08 23:30:38
YZBJ70089236741422,Amy Williams,,Dominican Republic,M,Open,1979-11-11 17:16:22,2021-04-17 15:09:14
KXIA44348683358635,Benjamin Hendrix,,Burundi,M,Hold,1972-10-29 15:15:03,1977-04-08 12:21:43
SQAT28118245931442,Alejandra Montgomery,,Cambodia,F,Hold,1977-10-03 01:56:43,1989-02-15 04:54:59
QMBC21087050252613,Rebecca Martin,,Eritrea,M,Closed,1970-02-12 04:38:12,2002-10-06 02:05:06
VMUG52089058295045,Stephen Walton,,Belize,F,Open,2020-09-21 10:13:47,2017-06-20 22:31:40
UVSW69435151936378,Elizabeth Smith,,Guadeloupe,F,Open,2011-08-27 22:31:16,1997-04-06 22:02:00
GNPC27998905899869,Gary Schmidt,,Sudan,M,Hold,1980-08-13 12:00:23,1974-05-03 22:29:13
EJCH41253332954903,Richard Mcguire,,Djibouti,M,Closed,1980-07-10 08:42:37,1998-04-17 23:09:31
BTNQ57810550453127,Christine Clayton,,Ecuador,F,Open,2008-07-18 21:27:57,2010-04-23 04:10:02
LZFA08065438005489,Gabriella Arnold,,Tajikistan,F,Hold,2008-01-19 03:06:31,1997-06-29 09:02:37
WLTD29956764726148,Amber Rojas,,Honduras,F,Open,2007-12-03 08:32:59,2012-07-09 17:11:43
EKVL05708066764541,Gary Anderson,,United States Minor Outlying Islands,F,Open,1971-08-16 13:47:01,1990-10-02 08:19:22
SMIU33853381289761,Kayla Stuart,,Cote d'Ivoire,F,Open,2003-10-22 19:09:21,1995-11-17 13:04:49
BYMV34572846233691,Jenna Torres,,Somalia,F,Open,1984-02-09 22:43:20,2016-04-05 05:54:35
QWXA10111915010595,Brian Knight,,Montenegro,F,Closed,1980-03-03 12:54:40,2008-07-22 21:14:28
JINW88582997775693,Elizabeth Allen,,Poland,M,Hold,1980-03-22 03:23:07,1986-05-18 10:55:06
WWQT16637072269718,Mario Jennings,,Cocos (Keeling) Islands,M,Closed,1970-11-29 23:43:35,2011-09-13 03:33:51
ZIBM58682095917415,Sarah Smith,,Kiribati,F,Hold,2000-11-21 23:41:17,1979-07-02 15:58:02
EQWO84529138449317,Michael Collins,,Guinea,F,Open,2001-07-04 18:13:32,1970-06-23 23:46:35
WGXR40107784404635,Walter Henry,,Botswana,M,Hold,1973-10-02 19:47:34,2015-12-03 04:23:17
YEML64194968294624,Dr. Sharon Lindsey,,Bhutan,M,Open,1975-02-12 06:33:59,1994-07-25 02:57:59
OYJP58862447073097,Ashley Adams,,Mayotte,M,Open,2022-06-18 21:59:01,1988-03-21 03:10:19
RXEN62287200609180,Richard Jennings,,Kiribati,F,Open,1996-12-22 19:45:16,1994-06-03 01:53:17
AQRH74679753167484,Kimberly Gilmore,,Pitcairn Islands,M,Closed,1994-03-20 22:56:28,1981-06-08 19:58:07
AXZU56328607536145,Ralph Wise MD,,Latvia,F,Open,2004-03-16 12:27:05,1975-10-06 05:53:38
UXNT69744469993592,Tanya Harmon,,Macedonia,F,Hold,1996-02-08 20:56:27,2015-04-08 21:04:37
PENT30960958888599,Marc Ballard,,Costa Rica,M,Closed,2007-07-19 09:54:08,2021-02-15 05:52:49
YEPZ08488969565443,Angela Hansen,,Puerto Rico,F,Closed,2008-08-10 11:50:41,1984-03-19 13:07:07
QFMH54376555209997,Emily Ray,,Reunion,F,Hold,2006-09-04 13:46:45,2008-04-01 20:24:30
YYPE64807793171208,Luke Walker,,American Samoa,M,Open,1993-10-01 20:23:39,2004-11-09 09:14:59
OSAS95887212113987,Catherine Gonzalez PhD,,Dominica,M,Hold,2015-08-04 08:17:54,2014-02-19 22:14:18
QRVX91547471650810,Yvette Juarez,,Nicaragua,F,Hold,2001-11-23 21:32:29,2008-04-15 01:33:28
PXBO38901928678414,Lynn Foster,,Tunisia,M,Closed,1998-02-20 18:40:06,1976-10-11 15:31:04
TARG62422853209699,Micheal Malone,,Burundi,M,Hold,2018-05-04 05:37:27,1973-12-03 20:36:58
XAUI95733875584827,Mary Smith,,Luxembourg,M,Hold,2010-02-22 06:14:02,1994-07-15 05:24:42
DFEY86272167562705,Jessica Chavez,,Jamaica,F,Open,1999-07-13 22:28:51,2000-12-24 20:22:03
RKRC74036649947229,Heather Leach,,Korea,F,Closed,1984-08-18 04:07:31,1998-05-03 21:03:13
YOQR85678453663957,Kathryn Berry,,Morocco,M,Open,2002-08-18 13:29:07,2014-08-15 20:30:07
OVJZ98293834766912,Kenneth Robinson,,Gabon,F,Open,2001-07-23 17:41:56,1996-12-27 02:51:30
DXRB86808984072259,Roberto Cummings,,Slovakia (Slovak Republic),M,Hold,2002-01-01 09:39:18,1983-10-04 09:34:17
OTHF99018620471771,Christian Graham,,Dominican Republic,M,Closed,2012-10-05 14:05:23,2021-11-13 13:44:03
WKSD05196021447789,Tammy Lewis,,Kuwait,M,Closed,1976-09-22 08:12:10,1987-05-05 16:07:52
GONY97752650147992,Linda Reynolds,,Niue,M,Hold,2009-07-19 14:58:56,1988-06-18 17:18:55
QTCX93871808498147,Debra Lindsey,,Austria,F,Open,1993-08-05 21:09:59,2014-11-14 19:47:04
KWWN80504030205487,Joshua Ramos,,Pakistan,F,Open,1982-09-16 01:32:19,1990-12-16 21:27:21
LEUV08081215013127,Amanda Calderon,,Palestinian Territory,F,Hold,1970-12-01 11:31:47,1994-07-31 03:44:40
TGPU73504296991483,Betty Flores,,Bahrain,F,Open,1999-02-12 06:16:50,1976-07-06 07:19:54
YGBF36074176188757,Kenneth Olson,,United Kingdom,M,Hold,2010-07-07 22:25:59,1982-01-21 16:16:24
PZHX74569891017958,Kristen Bridges,,United States Minor Outlying Islands,F,Closed,1992-10-13 09:02:15,2001-09-07 15:51:39
JZLR62059095384656,Jaime Barajas,,Uruguay,F,Hold,2003-07-25 06:39:20,2007-10-29 03:46:14
DORA44442697926395,Jacqueline Krause,,Argentina,M,Open,1996-03-26 23:46:39,2008-01-10 05:10:48
XZNK00566565273001,Brian Hernandez,,Sudan,F,Open,2008-12-17 02:21:53,1996-01-26 16:54:52
SHWW64380034036051,Richard Wilson,,Estonia,M,Open,2016-11-24 15:25:24,2007-02-10 23:34:11
NRKU88846479998588,Melanie Crane,,India,F,Closed,1984-03-07 15:18:58,1988-08-23 04:17:57
EVGL83519570718035,Allen Weaver,,Jordan,F,Closed,2012-05-22 11:39:54,2003-06-10 17:10:56
ZWPP57042016470525,Tamara Mathis,,Cayman Islands,F,Closed,2015-09-21 13:17:20,2020-02-12 02:10:31
YQBK91618472832529,Jimmy Espinoza,,Sierra Leone,M,Hold,1983-07-27 09:53:25,2006-01-05 18:51:47
CUAF81947431484658,Cynthia Evans,,Finland,M,Open,1983-08-30 08:04:18,2004-04-25 08:54:46
OAIU41864004293898,Todd Douglas,,Nauru,F,Hold,1977-03-07 00:11:04,1992-12-01 14:55:12
VNPB37961910616383,Alexander Blair,,Netherlands,F,Open,1997-01-01 10:31:11,1993-08-25 23:17:23
QPKZ51107729367622,Bailey Alexander DVM,,Bahrain,M,Closed,2009-11-02 15:37:39,2002-10-08 21:16:08
IFTB66018244230505,Chris Butler,,Kenya,M,Open,2017-10-08 10:42:01,1987-10-18 00:05:34
MVWN26374371133186,Elizabeth Arellano,,Grenada,F,Closed,1980-01-14 06:40:33,1997-03-19 00:39:11
VXWT30979438395632,Jose Smith,,Eritrea,M,Open,2005-09-05 18:15:54,1982-11-12 10:16:59
MQVO29976770215101,Dawn Chapman,,Saint Lucia,M,Hold,2004-03-20 02:52:14,2017-10-02 03:16:17
ZSCU52124741276534,Jack Wilson,,New Zealand,F,Hold,1985-10-13 04:06:24,1975-10-03 10:17:54
VVEX71258299592515,Matthew Esparza,,Congo,M,Open,2020-04-29 17:13:23,1973-01-28 16:20:18
PGOV13185819373162,Ralph Holden,,Brunei Darussalam,M,Closed,1988-05-07 23:41:50,2009-01-06 02:38:24
SAZG69901792054381,Ms. Megan Torres,,Malaysia,F,Hold,2005-05-15 19:17:37,1970-05-15 18:20:33
OPDD38599233980136,Jeffrey Brandt,,Antarctica (the territory South of 60 deg S),M,Hold,1980-10-26 03:24:37,1984-12-02 23:01:32
MTHX91405335440336,Jessica Harmon,,Kuwait,F,Open,1995-05-10 17:39:01,1982-09-18 01:32:33
SXPW27079060669874,Mrs. Diana Hubbard DVM,,Macao,M,Hold,1976-09-25 01:35:07,2003-04-28 02:52:49
SXFK35871967264502,Timothy Miller,,Sierra Leone,M,Open,1973-02-12 11:16:23,1976-05-31 08:15:34
FBKV29944530749831,James Wright,,Costa Rica,M,Hold,1978-05-19 20:26:38,1970-02-28 18:23:46
DQJU60430432113868,Brittany Smith,,Korea,M,Hold,2011-01-01 14:50:20,1980-07-12 03:39:14
YATS41777616679434,Connor Parker,,Tonga,F,Closed,1999-05-03 06:38:31,1972-06-28 17:58:12
PNHU29988803191754,Todd Flores,,Bouvet Island (Bouvetoya),F,Hold,1974-12-07 07:03:42,2010-10-27 22:31:10
HMXI20747925388476,Peter Shields,,Syrian Arab Republic,F,Closed,1990-05-04 10:23:22,1985-01-19 15:57:56
MVYG56558417914163,Anna Miller,,Italy,M,Hold,1987-07-03 16:40:06,1982-07-22 04:55:19
GIUJ85676548270160,Mr. Justin Butler,,Azerbaijan,F,Hold,1975-06-14 10:59:04,2019-11-17 02:08:22
CMTR93964182324190,Andrew Jones,,Norway,F,Closed,1997-07-04 22:57:25,1983-12-30 16:25:07
BGMW56601348756986,Samantha Miller,,Eritrea,M,Open,2008-09-06 23:09:53,1996-08-20 20:23:03
QUGY12507195691325,Dustin Jenkins,,Algeria,F,Hold,2006-07-09 21:36:07,1990-07-03 15:04:06
QADO78066179063214,Daniel Flowers,,Equatorial Guinea,F,Open,2010-03-08 13:28:34,2011-04-27 16:46:13
AFJE03422743321210,John Whitehead,,French Polynesia,M,Hold,2020-09-20 18:26:32,2019-04-12 18:12:29
GZJL62366620877765,Dana Gonzalez,,Ethiopia,M,Closed,1993-03-15 07:03:24,2009-10-22 07:55:33
JYTF54889725102983,Angela Lynch,,Burkina Faso,F,Hold,1991-06-26 22:10:06,1982-07-10 09:57:35
GUDF08888811971751,Kyle Diaz,,Oman,F,Open,2013-02-09 01:11:43,1988-05-01 11:03:42
ASXI56235595033224,Allison Warren,,Georgia,M,Closed,2007-07-19 02:17:17,1989-07-21 08:26:56
EFYL45746339831452,Ronald Mitchell,,Samoa,M,Hold,2017-07-21 11:44:16,1987-11-09 01:35:39
UKVH79502308930401,Dr. Cindy Nguyen,,Bhutan,M,Closed,1989-02-06 18:13:25,1986-03-07 10:13:42
UISY21526001426264,Tammy Jackson,,Palau,F,Closed,1994-06-04 06:47:44,1970-01-30 08:40:49
CIRX47786735509075,Kelly Nichols,,Bermuda,M,Closed,1976-03-27 03:31:36,2004-04-23 11:57:31
RFMO01211807154724,Johnny Ortega,,Monaco,M,Closed,2002-07-02 04:03:43,1997-02-14 20:12:30
MLVY24786429714572,Alan Webster,,Comoros,M,Closed,2012-02-04 21:42:10,1991-04-06 01:30:35
HNMT17783641747543,Valerie Miller,,Madagascar,M,Closed,1986-09-18 13:32:28,2013-12-10 11:58:47
EMAL94664006435179,Dr. April Watson,,Lithuania,M,Hold,1994-05-25 23:51:13,2007-03-15 07:29:38
RVPG69707213480688,Sandra Newman,,Mauritius,F,Open,1999-06-02 19:23:03,1976-12-21 00:35:57
YSPP73059254513528,John Vasquez,,Netherlands,F,Open,1993-03-11 09:47:38,2007-01-28 07:17:23
ALOG36139027979642,Mr. Jeffrey Moreno,,Latvia,F,Closed,1997-03-01 16:11:17,1987-10-04 03:54:44
PGMX40868699478433,Steven Williams,,Australia,M,Open,2003-05-24 05:41:50,2017-11-13 18:44:47
WNLU06021401604829,Matthew Cochran,,Mali,F,Closed,2016-07-28 11:42:00,2009-06-11 07:20:57
ZNWA51834430650863,Jay Lewis,,Tokelau,M,Open,2005-10-22 00:54:05,1982-10-20 11:34:52
GMJH44171438966937,April Dennis,,Palestinian Territory,M,Open,2017-08-12 06:42:08,1983-10-02 22:03:05
TYTF92990059257740,Wesley Vargas,,Malta,F,Closed,2008-03-31 11:58:26,1990-06-20 09:44:48
ZSBZ59642119010294,Donna Wilkinson,,Nicaragua,M,Hold,2018-01-09 16:16:46,1988-02-07 09:35:59
FJRA98015236164538,Melissa Mendez,,South Africa,M,Closed,1991-12-11 07:52:06,1983-12-24 18:59:53
UKVB12518555106836,Darrell Wilkinson,,Solomon Islands,M,Hold,1994-02-22 08:43:43,2010-05-09 22:01:11
XTEX74627997889735,Theresa Rhodes,,Liechtenstein,M,Hold,1992-05-12 09:13:41,2004-12-27 08:52:33
RJDP33058204126110,Mark Brown,,Montenegro,M,Open,2002-11-01 13:02:58,2021-07-24 02:01:59
FKLX77884219827765,Ruth Stone,,Egypt,M,Closed,1992-05-26 21:09:53,1971-04-07 07:19:14
JIZI70701830231139,Tammy Maldonado,,Namibia,F,Open,2002-03-15 23:57:39,1979-01-23 19:55:06
MIYK01032974361139,Dennis Gutierrez,,Congo,M,Hold,1974-04-10 18:41:30,1976-04-14 03:26:33
MIHY14954927205227,Michelle Baker,,Nauru,M,Closed,2006-08-22 06:32:41,2001-07-06 13:29:48
ZAFP59593382816816,David Gibson DVM,,Palau,M,Open,2011-02-26 05:19:58,2015-07-08 00:46:51
PARG94877077048134,Joshua Roberts,,Barbados,F,Hold,1996-11-10 18:34:14,1996-06-10 12:35:22
RXQJ75235651114296,Philip Price,,Grenada,F,Open,1976-05-25 08:49:37,2000-05-18 22:55:13
CYIR87391007691563,Leslie Ramirez,,Chile,F,Hold,2020-04-20 11:05:45,1989-02-11 14:05:11
SEMK79339324648016,Jared Lane,,Timor-Leste,F,Open,1985-06-18 12:34:46,1979-06-16 19:33:17
HMWD20732863918100,Tyler Snyder,,Congo,F,Hold,1982-10-14 06:29:51,2000-06-29 08:22:32
HIPA01228788306882,Brandon Wilson,,Macedonia,M,Hold,1973-09-15 09:43:25,2008-12-22 09:46:04
AXVA42655687488994,Mario Ford,,Cape Verde,F,Closed,1972-11-03 20:20:50,2001-08-01 03:29:24
XCEG38624214477654,William Hayes,,Romania,F,Open,1995-12-16 03:44:11,1996-06-23 01:30:10
UKIJ41100622446710,Emily Graham,,Uzbekistan,M,Hold,2009-08-23 00:45:04,1991-10-26 09:29:48
ITBK62809548387724,Kristin Bishop,,French Guiana,M,Closed,2006-12-29 18:40:03,2002-07-31 19:45:17
WIRX14026059530091,Eric Meyer,,Indonesia,M,Hold,2007-01-12 05:48:03,1970-05-24 05:11:14
MJFM85765507619731,Jeremy Jones,,Vietnam,M,Open,2016-06-16 09:49:24,1987-01-23 09:02:30
SDFA43033577860837,Joshua Day,,Guadeloupe,F,Open,1975-08-09 11:18:30,1976-03-31 02:40:19
